period,respondent,respondent-name,type,type-name,value,value-units
2024-05-25T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63791,megawatthours
2024-05-25T14,PJM,"PJM Interconnection, LLC",D,Demand,84171,megawatthours
2024-05-25T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61782,megawatthours
2024-05-25T13,PJM,"PJM Interconnection, LLC",D,Demand,80427,megawatthours
2024-05-25T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59719,megawatthours
2024-05-25T12,PJM,"PJM Interconnection, LLC",D,Demand,77249,megawatthours
2024-05-25T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59881,megawatthours
2024-05-25T11,PJM,"PJM Interconnection, LLC",D,Demand,74489,megawatthours
2024-05-25T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60495,megawatthours
2024-05-25T10,PJM,"PJM Interconnection, LLC",D,Demand,74709,megawatthours
2024-05-25T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60791,megawatthours
2024-05-25T09,PJM,"PJM Interconnection, LLC",D,Demand,74944,megawatthours
2024-05-25T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61679,megawatthours
2024-05-25T08,PJM,"PJM Interconnection, LLC",D,Demand,76091,megawatthours
2024-05-25T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62982,megawatthours
2024-05-25T07,PJM,"PJM Interconnection, LLC",D,Demand,78117,megawatthours
2024-05-25T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64517,megawatthours
2024-05-25T06,PJM,"PJM Interconnection, LLC",D,Demand,81032,megawatthours
2024-05-25T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66752,megawatthours
2024-05-25T05,PJM,"PJM Interconnection, LLC",D,Demand,84417,megawatthours
2024-05-25T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70840,megawatthours
2024-05-25T04,PJM,"PJM Interconnection, LLC",D,Demand,89203,megawatthours
2024-05-25T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74870,megawatthours
2024-05-25T03,PJM,"PJM Interconnection, LLC",D,Demand,94385,megawatthours
2024-05-25T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77413,megawatthours
2024-05-25T02,PJM,"PJM Interconnection, LLC",D,Demand,100382,megawatthours
2024-05-25T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79261,megawatthours
2024-05-25T01,PJM,"PJM Interconnection, LLC",D,Demand,104117,megawatthours
2024-05-25T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,81952,megawatthours
2024-05-25T00,PJM,"PJM Interconnection, LLC",D,Demand,108682,megawatthours
2024-05-24T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,83921,megawatthours
2024-05-24T23,PJM,"PJM Interconnection, LLC",D,Demand,112476,megawatthours
2024-05-24T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84919,megawatthours
2024-05-24T22,PJM,"PJM Interconnection, LLC",D,Demand,114015,megawatthours
2024-05-24T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85158,megawatthours
2024-05-24T21,PJM,"PJM Interconnection, LLC",D,Demand,113227,megawatthours
2024-05-24T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85015,megawatthours
2024-05-24T20,PJM,"PJM Interconnection, LLC",D,Demand,110635,megawatthours
2024-05-24T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84448,megawatthours
2024-05-24T19,PJM,"PJM Interconnection, LLC",D,Demand,108238,megawatthours
2024-05-24T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,83291,megawatthours
2024-05-24T18,PJM,"PJM Interconnection, LLC",D,Demand,105760,megawatthours
2024-05-24T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,81497,megawatthours
2024-05-24T17,PJM,"PJM Interconnection, LLC",D,Demand,103064,megawatthours
2024-05-24T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79131,megawatthours
2024-05-24T16,PJM,"PJM Interconnection, LLC",D,Demand,100735,megawatthours
2024-05-24T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76210,megawatthours
2024-05-24T15,PJM,"PJM Interconnection, LLC",D,Demand,97973,megawatthours
2024-05-24T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73276,megawatthours
2024-05-24T14,PJM,"PJM Interconnection, LLC",D,Demand,94906,megawatthours
2024-05-24T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70377,megawatthours
2024-05-24T13,PJM,"PJM Interconnection, LLC",D,Demand,92281,megawatthours
2024-05-24T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67426,megawatthours
2024-05-24T12,PJM,"PJM Interconnection, LLC",D,Demand,88645,megawatthours
2024-05-24T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64378,megawatthours
2024-05-24T11,PJM,"PJM Interconnection, LLC",D,Demand,84218,megawatthours
2024-05-24T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62473,megawatthours
2024-05-24T10,PJM,"PJM Interconnection, LLC",D,Demand,80405,megawatthours
2024-05-24T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61859,megawatthours
2024-05-24T09,PJM,"PJM Interconnection, LLC",D,Demand,78183,megawatthours
2024-05-24T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62374,megawatthours
2024-05-24T08,PJM,"PJM Interconnection, LLC",D,Demand,78361,megawatthours
2024-05-24T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63953,megawatthours
2024-05-24T07,PJM,"PJM Interconnection, LLC",D,Demand,80168,megawatthours
2024-05-24T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66487,megawatthours
2024-05-24T06,PJM,"PJM Interconnection, LLC",D,Demand,82740,megawatthours
2024-05-24T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69965,megawatthours
2024-05-24T05,PJM,"PJM Interconnection, LLC",D,Demand,85822,megawatthours
2024-05-24T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74642,megawatthours
2024-05-24T04,PJM,"PJM Interconnection, LLC",D,Demand,90705,megawatthours
2024-05-24T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79612,megawatthours
2024-05-24T03,PJM,"PJM Interconnection, LLC",D,Demand,96836,megawatthours
2024-05-24T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82300,megawatthours
2024-05-24T02,PJM,"PJM Interconnection, LLC",D,Demand,103575,megawatthours
2024-05-24T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84044,megawatthours
2024-05-24T01,PJM,"PJM Interconnection, LLC",D,Demand,107137,megawatthours
2024-05-24T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85974,megawatthours
2024-05-24T00,PJM,"PJM Interconnection, LLC",D,Demand,110107,megawatthours
2024-05-23T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,86668,megawatthours
2024-05-23T23,PJM,"PJM Interconnection, LLC",D,Demand,112975,megawatthours
2024-05-23T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,86867,megawatthours
2024-05-23T22,PJM,"PJM Interconnection, LLC",D,Demand,114178,megawatthours
2024-05-23T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85939,megawatthours
2024-05-23T21,PJM,"PJM Interconnection, LLC",D,Demand,112992,megawatthours
2024-05-23T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84438,megawatthours
2024-05-23T20,PJM,"PJM Interconnection, LLC",D,Demand,110073,megawatthours
2024-05-23T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82554,megawatthours
2024-05-23T19,PJM,"PJM Interconnection, LLC",D,Demand,107315,megawatthours
2024-05-23T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,80612,megawatthours
2024-05-23T18,PJM,"PJM Interconnection, LLC",D,Demand,105101,megawatthours
2024-05-23T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78534,megawatthours
2024-05-23T17,PJM,"PJM Interconnection, LLC",D,Demand,102103,megawatthours
2024-05-23T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76270,megawatthours
2024-05-23T16,PJM,"PJM Interconnection, LLC",D,Demand,99906,megawatthours
2024-05-23T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74048,megawatthours
2024-05-23T15,PJM,"PJM Interconnection, LLC",D,Demand,98342,megawatthours
2024-05-23T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71778,megawatthours
2024-05-23T14,PJM,"PJM Interconnection, LLC",D,Demand,97039,megawatthours
2024-05-23T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69529,megawatthours
2024-05-23T13,PJM,"PJM Interconnection, LLC",D,Demand,94892,megawatthours
2024-05-23T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66791,megawatthours
2024-05-23T12,PJM,"PJM Interconnection, LLC",D,Demand,91401,megawatthours
2024-05-23T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63327,megawatthours
2024-05-23T11,PJM,"PJM Interconnection, LLC",D,Demand,86386,megawatthours
2024-05-23T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60986,megawatthours
2024-05-23T10,PJM,"PJM Interconnection, LLC",D,Demand,82285,megawatthours
2024-05-23T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60095,megawatthours
2024-05-23T09,PJM,"PJM Interconnection, LLC",D,Demand,80092,megawatthours
2024-05-23T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60622,megawatthours
2024-05-23T08,PJM,"PJM Interconnection, LLC",D,Demand,80244,megawatthours
2024-05-23T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61998,megawatthours
2024-05-23T07,PJM,"PJM Interconnection, LLC",D,Demand,82248,megawatthours
2024-05-23T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64504,megawatthours
2024-05-23T06,PJM,"PJM Interconnection, LLC",D,Demand,85298,megawatthours
2024-05-23T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67953,megawatthours
2024-05-23T05,PJM,"PJM Interconnection, LLC",D,Demand,88995,megawatthours
2024-05-23T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72739,megawatthours
2024-05-23T04,PJM,"PJM Interconnection, LLC",D,Demand,94190,megawatthours
2024-05-23T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77489,megawatthours
2024-05-23T03,PJM,"PJM Interconnection, LLC",D,Demand,101209,megawatthours
2024-05-23T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,80479,megawatthours
2024-05-23T02,PJM,"PJM Interconnection, LLC",D,Demand,109008,megawatthours
2024-05-23T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82229,megawatthours
2024-05-23T01,PJM,"PJM Interconnection, LLC",D,Demand,113032,megawatthours
2024-05-23T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84419,megawatthours
2024-05-23T00,PJM,"PJM Interconnection, LLC",D,Demand,116271,megawatthours
2024-05-22T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85666,megawatthours
2024-05-22T23,PJM,"PJM Interconnection, LLC",D,Demand,119465,megawatthours
2024-05-22T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85981,megawatthours
2024-05-22T22,PJM,"PJM Interconnection, LLC",D,Demand,120699,megawatthours
2024-05-22T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85915,megawatthours
2024-05-22T21,PJM,"PJM Interconnection, LLC",D,Demand,119529,megawatthours
2024-05-22T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85413,megawatthours
2024-05-22T20,PJM,"PJM Interconnection, LLC",D,Demand,117129,megawatthours
2024-05-22T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84933,megawatthours
2024-05-22T19,PJM,"PJM Interconnection, LLC",D,Demand,113929,megawatthours
2024-05-22T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,83461,megawatthours
2024-05-22T18,PJM,"PJM Interconnection, LLC",D,Demand,110530,megawatthours
2024-05-22T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,81445,megawatthours
2024-05-22T17,PJM,"PJM Interconnection, LLC",D,Demand,106417,megawatthours
2024-05-22T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79411,megawatthours
2024-05-22T16,PJM,"PJM Interconnection, LLC",D,Demand,102847,megawatthours
2024-05-22T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77021,megawatthours
2024-05-22T15,PJM,"PJM Interconnection, LLC",D,Demand,98897,megawatthours
2024-05-22T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74652,megawatthours
2024-05-22T14,PJM,"PJM Interconnection, LLC",D,Demand,96756,megawatthours
2024-05-22T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72679,megawatthours
2024-05-22T13,PJM,"PJM Interconnection, LLC",D,Demand,95048,megawatthours
2024-05-22T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69793,megawatthours
2024-05-22T12,PJM,"PJM Interconnection, LLC",D,Demand,91471,megawatthours
2024-05-22T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66892,megawatthours
2024-05-22T11,PJM,"PJM Interconnection, LLC",D,Demand,86418,megawatthours
2024-05-22T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64491,megawatthours
2024-05-22T10,PJM,"PJM Interconnection, LLC",D,Demand,81932,megawatthours
2024-05-22T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63780,megawatthours
2024-05-22T09,PJM,"PJM Interconnection, LLC",D,Demand,79901,megawatthours
2024-05-22T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64485,megawatthours
2024-05-22T08,PJM,"PJM Interconnection, LLC",D,Demand,80288,megawatthours
2024-05-22T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66400,megawatthours
2024-05-22T07,PJM,"PJM Interconnection, LLC",D,Demand,82531,megawatthours
2024-05-22T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69238,megawatthours
2024-05-22T06,PJM,"PJM Interconnection, LLC",D,Demand,86070,megawatthours
2024-05-22T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73036,megawatthours
2024-05-22T05,PJM,"PJM Interconnection, LLC",D,Demand,90618,megawatthours
2024-05-22T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77741,megawatthours
2024-05-22T04,PJM,"PJM Interconnection, LLC",D,Demand,96383,megawatthours
2024-05-22T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82901,megawatthours
2024-05-22T03,PJM,"PJM Interconnection, LLC",D,Demand,103252,megawatthours
2024-05-22T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,86556,megawatthours
2024-05-22T02,PJM,"PJM Interconnection, LLC",D,Demand,110869,megawatthours
2024-05-22T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,88830,megawatthours
2024-05-22T01,PJM,"PJM Interconnection, LLC",D,Demand,114581,megawatthours
2024-05-22T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,91570,megawatthours
2024-05-22T00,PJM,"PJM Interconnection, LLC",D,Demand,118340,megawatthours
2024-05-21T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,93248,megawatthours
2024-05-21T23,PJM,"PJM Interconnection, LLC",D,Demand,121213,megawatthours
2024-05-21T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,93506,megawatthours
2024-05-21T22,PJM,"PJM Interconnection, LLC",D,Demand,121435,megawatthours
2024-05-21T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,92686,megawatthours
2024-05-21T21,PJM,"PJM Interconnection, LLC",D,Demand,119140,megawatthours
2024-05-21T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,91600,megawatthours
2024-05-21T20,PJM,"PJM Interconnection, LLC",D,Demand,115783,megawatthours
2024-05-21T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,90101,megawatthours
2024-05-21T19,PJM,"PJM Interconnection, LLC",D,Demand,112458,megawatthours
2024-05-21T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,87554,megawatthours
2024-05-21T18,PJM,"PJM Interconnection, LLC",D,Demand,108818,megawatthours
2024-05-21T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,84745,megawatthours
2024-05-21T17,PJM,"PJM Interconnection, LLC",D,Demand,104741,megawatthours
2024-05-21T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,81886,megawatthours
2024-05-21T16,PJM,"PJM Interconnection, LLC",D,Demand,100739,megawatthours
2024-05-21T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78666,megawatthours
2024-05-21T15,PJM,"PJM Interconnection, LLC",D,Demand,96435,megawatthours
2024-05-21T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75651,megawatthours
2024-05-21T14,PJM,"PJM Interconnection, LLC",D,Demand,92847,megawatthours
2024-05-21T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72715,megawatthours
2024-05-21T13,PJM,"PJM Interconnection, LLC",D,Demand,90672,megawatthours
2024-05-21T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68999,megawatthours
2024-05-21T12,PJM,"PJM Interconnection, LLC",D,Demand,87562,megawatthours
2024-05-21T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65628,megawatthours
2024-05-21T11,PJM,"PJM Interconnection, LLC",D,Demand,83009,megawatthours
2024-05-21T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62937,megawatthours
2024-05-21T10,PJM,"PJM Interconnection, LLC",D,Demand,78297,megawatthours
2024-05-21T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62148,megawatthours
2024-05-21T09,PJM,"PJM Interconnection, LLC",D,Demand,75597,megawatthours
2024-05-21T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63253,megawatthours
2024-05-21T08,PJM,"PJM Interconnection, LLC",D,Demand,75510,megawatthours
2024-05-21T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65100,megawatthours
2024-05-21T07,PJM,"PJM Interconnection, LLC",D,Demand,77002,megawatthours
2024-05-21T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67930,megawatthours
2024-05-21T06,PJM,"PJM Interconnection, LLC",D,Demand,79775,megawatthours
2024-05-21T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71678,megawatthours
2024-05-21T05,PJM,"PJM Interconnection, LLC",D,Demand,83299,megawatthours
2024-05-21T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76908,megawatthours
2024-05-21T04,PJM,"PJM Interconnection, LLC",D,Demand,88617,megawatthours
2024-05-21T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82446,megawatthours
2024-05-21T03,PJM,"PJM Interconnection, LLC",D,Demand,94993,megawatthours
2024-05-21T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,85895,megawatthours
